[2025-07-25 23:08:58] FDS: Action = Hold, State = (2, 2, 2, 2, 2, 2, 0), Price = 462.80, Reward = 0.0000, Equity = 100000000.00
[2025-07-26 02:22:30] GOOGL: Action = Sell, State = (4, 3, 4, 2, 1, 2, 1), Price = 173.10, Reward = 0.0000, Equity = 99995883.54
[2025-07-26 02:22:38] AAPL: Action = Hold, State = (4, 3, 4, 2, 1, 0, 1), Price = 200.12, Reward = -0.0004, Equity = 99995883.54
[2025-07-26 02:22:46] DIA: Action = Hold, State = (4, 2, 4, 1, 1, 2, 1), Price = 422.98, Reward = -0.0008, Equity = 99995883.54
[2025-07-26 02:22:54] MSFT: Action = Sell, State = (4, 3, 4, 1, 1, 0, 1), Price = 459.39, Reward = -0.0007, Equity = 99996342.93
[2025-07-26 02:23:03] HPE: Action = Hold, State = (3, 2, 4, 2, 1, 2, 1), Price = 17.96, Reward = 0.0000, Equity = 99996342.93
[2025-07-26 02:23:11] QSR: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 71.60, Reward = 0.0000, Equity = 99996342.93
[2025-07-26 02:23:19] MTN: Action = Hold, State = (4, 4, 4, 2, 1, 2, 1), Price = 166.90, Reward = 0.0000, Equity = 99996342.93
[2025-07-26 02:23:29] META: Action = Sell, State = (4, 2, 4, 1, 1, 0, 1), Price = 639.85, Reward = -0.0006, Equity = 99996982.78
[2025-07-26 02:23:37] AMZN: Action = Hold, State = (4, 2, 4, 1, 1, 2, 1), Price = 205.32, Reward = -0.0010, Equity = 99996982.78
[2025-07-26 02:23:45] CNAV: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 25.81, Reward = 0.0000, Equity = 99996982.78
[2025-07-26 02:23:53] ASPS: Action = Hold, State = (2, 1, 1, 0, 2, 2, 1), Price = 0.79, Reward = 0.0000, Equity = 99996982.78
[2025-07-26 02:24:01] LYRA: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 0.09, Reward = 0.0000, Equity = 99996982.78
[2025-07-26 02:24:09] BX: Action = Hold, State = (4, 2, 4, 2, 1, 2, 1), Price = 139.15, Reward = 0.0000, Equity = 99996982.78
[2025-07-26 02:24:17] HOLX: Action = Hold, State = (4, 3, 4, 4, 1, 2, 1), Price = 62.98, Reward = 0.0041, Equity = 99996982.78
[2025-07-26 02:24:25] NVFY: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 1.31, Reward = 0.0000, Equity = 99996982.78
[2025-07-26 02:24:33] PRU: Action = Hold, State = (2, 3, 4, 2, 4, 2, 1), Price = 104.54, Reward = 0.0000, Equity = 99996982.78
[2025-07-26 02:24:41] SMTC: Action = Hold, State = (2, 1, 0, 3, 1, 2, 1), Price = 37.99, Reward = 0.0000, Equity = 99996982.78
[2025-07-26 02:24:49] GOOG: Action = Hold, State = (4, 3, 4, 2, 1, 2, 1), Price = 174.01, Reward = -0.0002, Equity = 99996982.78
[2025-07-26 02:24:57] RAY: Action = Hold, State = (3, 2, 0, 4, 1, 2, 1), Price = 2.32, Reward = 0.0000, Equity = 99996982.78
[2025-07-26 02:25:05] ASPSZ: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 0.41, Reward = 0.0000, Equity = 99996982.78
[2025-07-26 02:26:54] ASPSW: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 0.39, Reward = 0.0000, Equity = 99996982.78
[2025-07-26 02:27:03] BTC: Action = Hold, State = (1, 2, 0, 3, 1, 2, 1), Price = 48.38, Reward = 0.0000, Equity = 99996982.78
[2025-07-26 02:27:11] PWR: Action = Hold, State = (4, 4, 4, 2, 2, 2, 1), Price = 342.35, Reward = 0.0000, Equity = 99996982.78
[2025-07-26 02:27:19] ALSN: Action = Hold, State = (0, 3, 4, 2, 4, 2, 1), Price = 104.59, Reward = 0.0000, Equity = 99996982.78
[2025-07-26 02:27:27] ARKX: Action = Hold, State = (4, 3, 4, 4, 1, 2, 1), Price = 21.20, Reward = 0.0027, Equity = 99996982.78
[2025-07-26 02:27:35] MCK: Action = Hold, State = (3, 3, 4, 2, 1, 2, 1), Price = 720.00, Reward = 0.0000, Equity = 99996982.78
[2025-07-26 02:27:44] NVDA: Action = Sell, State = (4, 3, 4, 3, 1, 0, 1), Price = 135.75, Reward = 0.0003, Equity = 99997118.53
[2025-07-26 02:27:52] CNC: Action = Hold, State = (0, 3, 4, 1, 3, 2, 1), Price = 57.38, Reward = 0.0000, Equity = 99997118.53
[2025-07-26 02:28:00] AAPL: Action = Sell, State = (4, 3, 4, 2, 1, 2, 1), Price = 200.10, Reward = -0.0004, Equity = 99997318.63
[2025-07-26 02:28:09] DIA: Action = Hold, State = (4, 2, 4, 2, 1, 2, 1), Price = 422.93, Reward = -0.0008, Equity = 99997318.63
[2025-07-26 02:28:17] HPE: Action = Hold, State = (3, 2, 4, 2, 1, 2, 1), Price = 17.96, Reward = 0.0000, Equity = 99997318.63
[2025-07-26 02:28:25] QSR: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 71.60, Reward = 0.0000, Equity = 99997318.63
[2025-07-26 02:28:33] MTN: Action = Sell, State = (4, 4, 4, 4, 1, 2, 1), Price = 168.55, Reward = 0.0030, Equity = 99997487.18
[2025-07-26 02:28:41] AMZN: Action = Hold, State = (4, 2, 0, 2, 1, 2, 1), Price = 205.42, Reward = -0.0008, Equity = 99997487.18
[2025-07-26 02:28:49] CNAV: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 25.81, Reward = 0.0000, Equity = 99997487.18
[2025-07-26 02:28:57] ASPS: Action = Hold, State = (2, 1, 1, 0, 2, 2, 1), Price = 0.79, Reward = 0.0000, Equity = 99997487.18
[2025-07-26 02:29:05] LYRA: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 0.09, Reward = 0.0000, Equity = 99997487.18
[2025-07-26 02:29:13] BX: Action = Hold, State = (4, 2, 4, 2, 1, 2, 1), Price = 139.15, Reward = 0.0000, Equity = 99997487.18
[2025-07-26 02:29:21] HOLX: Action = Sell, State = (4, 3, 4, 4, 1, 2, 1), Price = 62.98, Reward = 0.0041, Equity = 99997550.16
[2025-07-26 02:29:29] NVFY: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 1.31, Reward = 0.0000, Equity = 99997550.16
[2025-07-26 02:29:37] PRU: Action = Hold, State = (2, 3, 4, 2, 4, 2, 1), Price = 104.54, Reward = 0.0000, Equity = 99997550.16
[2025-07-26 02:29:45] SMTC: Action = Hold, State = (2, 1, 0, 3, 1, 2, 1), Price = 37.99, Reward = 0.0000, Equity = 99997550.16
[2025-07-26 02:29:53] GOOG: Action = Sell, State = (4, 3, 4, 2, 1, 2, 1), Price = 173.86, Reward = -0.0005, Equity = 99997724.02
[2025-07-26 02:30:02] RAY: Action = Hold, State = (3, 3, 2, 4, 1, 2, 1), Price = 2.39, Reward = 0.0091, Equity = 99997724.02
[2025-07-26 02:30:09] ASPSZ: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 0.41, Reward = 0.0000, Equity = 99997724.02
[2025-07-26 02:30:19] VNET: Action = Hold, State = (2, 2, 3, 0, 1, 1, 0), Price = 6.05, Reward = 0.0000, Equity = 99997724.02
[2025-07-26 02:30:27] CRWV: Action = Buy, State = (4, 3, 4, 3, 1, 0, 0), Price = 122.01, Reward = 0.0000, Equity = 99997602.01
[2025-07-26 02:30:36] DELL: Action = Buy, State = (4, 1, 0, 1, 1, 0, 0), Price = 113.60, Reward = 0.0000, Equity = 99997488.41
[2025-07-26 02:30:52] GLD: Action = Buy, State = (0, 4, 4, 2, 1, 1, 0), Price = 306.45, Reward = 0.0000, Equity = 99997181.96
[2025-07-26 02:32:41] ASPSW: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 0.39, Reward = 0.0000, Equity = 99997181.96
[2025-07-26 02:32:49] BTC: Action = Hold, State = (1, 1, 0, 1, 1, 2, 1), Price = 48.05, Reward = -0.0020, Equity = 99997181.96
[2025-07-26 02:32:57] PWR: Action = Hold, State = (4, 4, 4, 2, 2, 2, 1), Price = 342.35, Reward = 0.0000, Equity = 99997181.96
[2025-07-26 02:33:05] ALSN: Action = Hold, State = (0, 3, 4, 2, 4, 2, 1), Price = 104.59, Reward = 0.0000, Equity = 99997181.96
[2025-07-26 02:33:13] GLD: Action = Hold, State = (0, 3, 4, 1, 1, 2, 1), Price = 305.42, Reward = 0.0200, Equity = 99997181.96
[2025-07-26 02:33:21] ARKX: Action = Sell, State = (4, 3, 4, 4, 1, 2, 1), Price = 21.20, Reward = 0.0027, Equity = 99997203.16
[2025-07-26 02:33:29] MCK: Action = Hold, State = (3, 3, 4, 2, 1, 2, 1), Price = 720.00, Reward = 0.0000, Equity = 99997203.16
[2025-07-26 02:33:37] CNC: Action = Hold, State = (0, 3, 4, 1, 3, 2, 1), Price = 57.38, Reward = 0.0000, Equity = 99997203.16
[2025-07-26 02:33:45] DIA: Action = Hold, State = (4, 3, 2, 3, 1, 2, 1), Price = 424.00, Reward = -0.0001, Equity = 99997203.16
[2025-07-26 02:33:53] HPE: Action = Hold, State = (3, 2, 4, 2, 1, 2, 1), Price = 17.96, Reward = 0.0000, Equity = 99997203.16
[2025-07-26 02:34:01] QSR: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 71.60, Reward = 0.0000, Equity = 99997203.16
[2025-07-26 02:34:09] AMZN: Action = Sell, State = (4, 3, 0, 3, 1, 2, 1), Price = 206.26, Reward = 0.0004, Equity = 99997409.42
[2025-07-26 02:34:17] CNAV: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 25.81, Reward = 0.0000, Equity = 99997409.42
[2025-07-26 02:34:25] ASPS: Action = Hold, State = (2, 1, 1, 0, 2, 2, 1), Price = 0.79, Reward = 0.0000, Equity = 99997409.42
[2025-07-26 02:34:33] LYRA: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 0.09, Reward = 0.0000, Equity = 99997409.42
[2025-07-26 02:34:41] BX: Action = Hold, State = (4, 2, 4, 2, 1, 2, 1), Price = 139.15, Reward = 0.0000, Equity = 99997409.42
[2025-07-26 02:34:49] NVFY: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 1.31, Reward = 0.0000, Equity = 99997409.42
[2025-07-26 02:34:57] PRU: Action = Hold, State = (2, 3, 4, 2, 4, 2, 1), Price = 104.54, Reward = 0.0000, Equity = 99997409.42
[2025-07-26 02:35:05] SMTC: Action = Hold, State = (2, 1, 0, 3, 1, 2, 1), Price = 37.99, Reward = 0.0000, Equity = 99997409.42
[2025-07-26 02:35:13] CRWV: Action = Hold, State = (4, 4, 4, 4, 1, 2, 1), Price = 125.70, Reward = 0.0200, Equity = 99997409.42
[2025-07-26 02:35:21] DELL: Action = Sell, State = (4, 1, 0, 3, 1, 2, 1), Price = 114.00, Reward = 0.0200, Equity = 99997523.42
[2025-07-26 02:35:29] RAY: Action = Sell, State = (3, 2, 1, 0, 1, 2, 1), Price = 2.30, Reward = -0.0026, Equity = 99997525.72
[2025-07-26 02:35:37] ASPSZ: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 0.41, Reward = 0.0000, Equity = 99997525.72
[2025-07-26 02:35:53] DJT: Action = Buy, State = (0, 0, 0, 3, 1, 2, 0), Price = 23.64, Reward = 0.0000, Equity = 99997502.08
[2025-07-26 02:36:09] IAK: Action = Buy, State = (0, 3, 4, 4, 1, 2, 0), Price = 135.15, Reward = 0.0000, Equity = 99997366.93
[2025-07-26 02:36:17] KBWP: Action = Hold, State = (1, 4, 4, 2, 1, 2, 0), Price = 123.96, Reward = 0.0000, Equity = 99997366.93
[2025-07-26 02:36:25] TRV: Action = Hold, State = (2, 2, 2, 2, 2, 2, 0), Price = 275.88, Reward = 0.0000, Equity = 99997366.93
[2025-07-26 02:36:33] EXAS: Action = Buy, State = (2, 2, 2, 2, 2, 2, 0), Price = 56.56, Reward = 0.0000, Equity = 99997310.37
[2025-07-26 02:38:23] ASPSW: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 0.39, Reward = 0.0000, Equity = 99997310.37
[2025-07-26 02:38:30] BTC: Action = Sell, State = (1, 2, 0, 3, 1, 2, 1), Price = 48.30, Reward = -0.0005, Equity = 99997358.67
[2025-07-26 02:38:38] PWR: Action = Hold, State = (4, 4, 4, 2, 2, 2, 1), Price = 342.35, Reward = 0.0000, Equity = 99997358.67
[2025-07-26 02:38:46] ALSN: Action = Hold, State = (0, 3, 4, 2, 4, 2, 1), Price = 104.59, Reward = 0.0000, Equity = 99997358.67
[2025-07-26 02:38:54] GLD: Action = Sell, State = (0, 3, 4, 2, 1, 2, 1), Price = 305.21, Reward = -0.0012, Equity = 99997663.88
[2025-07-26 02:39:02] MCK: Action = Hold, State = (3, 3, 4, 2, 1, 2, 1), Price = 720.00, Reward = 0.0000, Equity = 99997663.88
[2025-07-26 02:39:10] CNC: Action = Hold, State = (0, 3, 4, 1, 3, 2, 1), Price = 57.38, Reward = 0.0000, Equity = 99997663.88
[2025-07-26 02:39:18] DIA: Action = Sell, State = (4, 3, 0, 2, 1, 2, 1), Price = 423.79, Reward = -0.0002, Equity = 99998087.67
[2025-07-26 02:39:26] HPE: Action = Hold, State = (3, 2, 4, 2, 1, 2, 1), Price = 17.96, Reward = 0.0000, Equity = 99998087.67
[2025-07-26 02:39:34] QSR: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 71.60, Reward = 0.0000, Equity = 99998087.67
[2025-07-26 02:39:42] IAK: Action = Hold, State = (0, 3, 4, 4, 1, 2, 1), Price = 135.15, Reward = 0.0000, Equity = 99998087.67
[2025-07-26 02:39:50] CNAV: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 25.81, Reward = 0.0000, Equity = 99998087.67
[2025-07-26 02:39:57] ASPS: Action = Hold, State = (2, 1, 1, 0, 2, 2, 1), Price = 0.79, Reward = 0.0000, Equity = 99998087.67
[2025-07-26 02:40:07] LYRA: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 0.09, Reward = 0.0000, Equity = 99998087.67
[2025-07-26 02:40:15] EXAS: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 56.56, Reward = 0.0000, Equity = 99998087.67
[2025-07-26 02:40:22] BX: Action = Hold, State = (4, 2, 4, 2, 1, 2, 1), Price = 139.37, Reward = 0.0005, Equity = 99998087.67
[2025-07-26 02:40:30] DJT: Action = Hold, State = (0, 1, 0, 1, 1, 2, 1), Price = 23.51, Reward = 0.0200, Equity = 99998087.67
[2025-07-26 02:40:38] NVFY: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 1.31, Reward = 0.0000, Equity = 99998087.67
[2025-07-26 02:40:46] PRU: Action = Hold, State = (2, 3, 4, 2, 4, 2, 1), Price = 104.54, Reward = 0.0000, Equity = 99998087.67
[2025-07-26 02:40:54] SMTC: Action = Sell, State = (1, 1, 0, 1, 1, 2, 1), Price = 37.77, Reward = -0.0017, Equity = 99998125.44
[2025-07-26 02:41:02] CRWV: Action = Sell, State = (4, 3, 4, 0, 1, 2, 1), Price = 123.10, Reward = 0.0027, Equity = 99998248.54
[2025-07-26 02:41:10] ASPSZ: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 0.41, Reward = 0.0000, Equity = 99998248.54
[2025-07-26 02:41:19] PHR: Action = Buy, State = (2, 2, 2, 2, 2, 0, 0), Price = 25.88, Reward = 0.0000, Equity = 99998222.66
[2025-07-26 02:41:27] SOTK: Action = Buy, State = (2, 2, 2, 2, 2, 0, 0), Price = 4.05, Reward = 0.0000, Equity = 99998218.61
[2025-07-26 02:41:35] DKS: Action = Hold, State = (4, 3, 4, 4, 1, 0, 0), Price = 177.27, Reward = 0.0000, Equity = 99998218.61
[2025-07-26 02:41:43] ORN: Action = Hold, State = (2, 4, 4, 2, 1, 2, 0), Price = 8.39, Reward = 0.0000, Equity = 99998218.61
[2025-07-26 02:41:51] CYN: Action = Hold, State = (3, 3, 4, 4, 2, 2, 0), Price = 4.95, Reward = 0.0000, Equity = 99998218.61
[2025-07-26 02:41:59] ARKX: Action = Buy, State = (4, 3, 4, 2, 1, 2, 0), Price = 21.22, Reward = 0.0000, Equity = 99998197.39
[2025-07-26 02:42:07] AMZN: Action = Hold, State = (4, 3, 0, 2, 1, 2, 0), Price = 206.18, Reward = 0.0000, Equity = 99998197.39
[2025-07-26 02:42:15] DELL: Action = Buy, State = (4, 1, 0, 3, 1, 2, 0), Price = 114.25, Reward = 0.0000, Equity = 99998083.14
[2025-07-26 02:44:04] ASPSW: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 0.39, Reward = 0.0000, Equity = 99998083.14
[2025-07-26 02:44:11] PWR: Action = Sell, State = (4, 4, 4, 2, 1, 2, 1), Price = 342.58, Reward = 0.0002, Equity = 99998425.72
[2025-07-26 02:44:20] ALSN: Action = Hold, State = (0, 3, 4, 2, 4, 2, 1), Price = 104.59, Reward = 0.0000, Equity = 99998425.72
[2025-07-26 02:44:27] ARKX: Action = Hold, State = (4, 4, 4, 3, 1, 2, 1), Price = 21.33, Reward = 0.0200, Equity = 99998425.72
[2025-07-26 02:44:35] MCK: Action = Hold, State = (3, 3, 4, 2, 1, 2, 1), Price = 720.00, Reward = 0.0000, Equity = 99998425.72
[2025-07-26 02:44:43] CNC: Action = Hold, State = (0, 2, 4, 0, 1, 2, 1), Price = 56.25, Reward = -0.0059, Equity = 99998425.72
[2025-07-26 02:44:51] HPE: Action = Sell, State = (3, 3, 4, 2, 1, 2, 1), Price = 17.99, Reward = 0.0005, Equity = 99998443.70
[2025-07-26 02:44:59] QSR: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 71.60, Reward = 0.0000, Equity = 99998443.70
[2025-07-26 02:45:07] IAK: Action = Hold, State = (0, 3, 4, 4, 1, 2, 1), Price = 135.15, Reward = 0.0000, Equity = 99998443.70
[2025-07-26 02:45:15] SOTK: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 4.05, Reward = 0.0000, Equity = 99998443.70
[2025-07-26 02:45:23] CNAV: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 25.81, Reward = 0.0000, Equity = 99998443.70
[2025-07-26 02:45:31] ASPS: Action = Hold, State = (2, 1, 1, 0, 2, 2, 1), Price = 0.79, Reward = 0.0000, Equity = 99998443.70
[2025-07-26 02:45:39] LYRA: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 0.09, Reward = 0.0000, Equity = 99998443.70
[2025-07-26 02:45:47] EXAS: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 56.56, Reward = 0.0000, Equity = 99998443.70
[2025-07-26 02:45:55] BX: Action = Hold, State = (4, 2, 4, 2, 1, 2, 1), Price = 139.37, Reward = 0.0005, Equity = 99998443.70
[2025-07-26 02:46:03] DJT: Action = Sell, State = (0, 3, 0, 4, 1, 2, 1), Price = 23.72, Reward = 0.0010, Equity = 99998467.42
[2025-07-26 02:46:10] NVFY: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 1.31, Reward = 0.0000, Equity = 99998467.42
[2025-07-26 02:46:18] PRU: Action = Hold, State = (2, 3, 4, 2, 4, 2, 1), Price = 104.54, Reward = 0.0000, Equity = 99998467.42
[2025-07-26 02:46:26] PHR: Action = Hold, State = (2, 4, 4, 0, 1, 2, 1), Price = 25.65, Reward = 0.0200, Equity = 99998467.42
[2025-07-26 02:46:34] DELL: Action = Hold, State = (4, 2, 0, 2, 1, 2, 1), Price = 114.30, Reward = 0.0200, Equity = 99998467.42
[2025-07-26 02:46:41] ASPSZ: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 0.41, Reward = 0.0000, Equity = 99998467.42
[2025-07-26 02:46:50] ACRS: Action = Hold, State = (2, 3, 4, 2, 1, 2, 0), Price = 1.36, Reward = 0.0000, Equity = 99998467.42
[2025-07-26 02:46:58] ASBP: Action = Hold, State = (2, 4, 4, 4, 4, 2, 0), Price = 0.38, Reward = 0.0000, Equity = 99998467.42
[2025-07-26 02:47:06] IMNN: Action = Buy, State = (4, 3, 0, 4, 1, 2, 0), Price = 1.73, Reward = 0.0000, Equity = 99998465.69
[2025-07-26 02:47:14] MAZE: Action = Buy, State = (4, 3, 4, 2, 1, 2, 0), Price = 12.25, Reward = 0.0000, Equity = 99998453.45
[2025-07-26 02:47:21] NIVF: Action = Hold, State = (1, 1, 0, 4, 1, 2, 0), Price = 2.41, Reward = 0.0000, Equity = 99998453.45
[2025-07-26 02:47:29] REVB: Action = Buy, State = (1, 2, 4, 0, 4, 2, 0), Price = 2.40, Reward = 0.0000, Equity = 99998451.05
[2025-07-26 02:47:37] RGC: Action = Buy, State = (2, 2, 2, 2, 2, 2, 0), Price = 501.62, Reward = 0.0000, Equity = 99997949.43
[2025-07-26 02:47:45] SNTI: Action = Buy, State = (2, 2, 0, 0, 1, 2, 0), Price = 3.05, Reward = 0.0000, Equity = 99997946.38
[2025-07-26 02:47:53] SONN: Action = Buy, State = (2, 2, 2, 4, 1, 2, 0), Price = 1.14, Reward = 0.0000, Equity = 99997945.24
[2025-07-26 02:49:43] ASPSW: Action = Sell, State = (2, 2, 2, 2, 2, 2, 1), Price = 0.45, Reward = 0.0506, Equity = 99997945.69
[2025-07-26 02:49:51] ALSN: Action = Sell, State = (0, 3, 4, 2, 2, 2, 1), Price = 104.67, Reward = 0.0002, Equity = 99998050.36
[2025-07-26 02:49:59] ARKX: Action = Hold, State = (4, 3, 4, 1, 4, 2, 1), Price = 21.28, Reward = 0.0008, Equity = 99998050.36
[2025-07-26 02:50:06] MCK: Action = Hold, State = (4, 2, 4, 2, 2, 2, 1), Price = 719.29, Reward = -0.0003, Equity = 99998050.36
[2025-07-26 02:50:14] CNC: Action = Hold, State = (0, 2, 4, 4, 2, 2, 1), Price = 56.84, Reward = -0.0028, Equity = 99998050.36
[2025-07-26 02:50:22] RGC: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 476.79, Reward = 0.0200, Equity = 99998050.36
[2025-07-26 02:50:29] SONN: Action = Sell, State = (2, 2, 3, 4, 2, 2, 1), Price = 1.17, Reward = 0.0200, Equity = 99998051.53
[2025-07-26 02:50:37] QSR: Action = Sell, State = (4, 3, 4, 3, 1, 2, 1), Price = 71.83, Reward = 0.0009, Equity = 99998123.35
[2025-07-26 02:50:44] IAK: Action = Sell, State = (0, 3, 4, 2, 2, 2, 1), Price = 135.06, Reward = -0.0002, Equity = 99998258.41
[2025-07-26 02:50:52] SOTK: Action = Sell, State = (2, 2, 2, 2, 2, 2, 1), Price = 3.96, Reward = -0.0067, Equity = 99998262.37
[2025-07-26 02:51:00] CNAV: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 25.81, Reward = 0.0000, Equity = 99998262.37
[2025-07-26 02:51:07] MAZE: Action = Sell, State = (4, 2, 4, 0, 2, 2, 1), Price = 10.95, Reward = 0.0200, Equity = 99998273.31
[2025-07-26 02:51:15] ASPS: Action = Hold, State = (4, 4, 4, 4, 1, 2, 1), Price = 6.00, Reward = 1.0000, Equity = 99998273.31
[2025-07-26 02:51:23] EXAS: Action = Sell, State = (1, 2, 4, 3, 1, 2, 1), Price = 56.83, Reward = 0.0014, Equity = 99998330.14
[2025-07-26 02:51:30] LYRA: Action = Hold, State = (3, 4, 4, 4, 1, 2, 1), Price = 3.96, Reward = 1.0000, Equity = 99998330.14
[2025-07-26 02:51:38] BX: Action = Sell, State = (4, 2, 4, 1, 2, 2, 1), Price = 138.57, Reward = -0.0013, Equity = 99998468.71
[2025-07-26 02:51:46] NVFY: Action = Sell, State = (2, 2, 2, 2, 2, 2, 1), Price = 1.24, Reward = -0.0160, Equity = 99998469.95
[2025-07-26 02:51:54] PRU: Action = Hold, State = (4, 3, 4, 3, 3, 2, 1), Price = 104.93, Reward = 0.0011, Equity = 99998469.95
[2025-07-26 02:52:01] IMNN: Action = Hold, State = (4, 3, 0, 4, 2, 2, 1), Price = 1.84, Reward = 0.0200, Equity = 99998469.95
[2025-07-26 02:52:10] PHR: Action = Hold, State = (2, 2, 4, 0, 3, 2, 1), Price = 23.67, Reward = -0.0256, Equity = 99998469.95
[2025-07-26 02:52:17] DELL: Action = Hold, State = (4, 2, 0, 0, 3, 2, 1), Price = 113.50, Reward = -0.0020, Equity = 99998469.95
[2025-07-26 02:52:25] SNTI: Action = Hold, State = (2, 2, 0, 4, 1, 2, 1), Price = 3.27, Reward = 0.0200, Equity = 99998469.95
[2025-07-26 02:52:33] REVB: Action = Sell, State = (1, 2, 4, 0, 4, 2, 1), Price = 2.27, Reward = 0.0200, Equity = 99998472.22
[2025-07-26 02:52:40] ASPSZ: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 0.47, Reward = 0.0402, Equity = 99998472.22
[2025-07-26 02:52:49] KNX: Action = Hold, State = (2, 2, 2, 2, 2, 0, 0), Price = 44.15, Reward = 0.0000, Equity = 99998472.22
[2025-07-26 02:52:57] CASH: Action = Buy, State = (0, 2, 4, 0, 2, 1, 0), Price = 77.64, Reward = 0.0000, Equity = 99998394.59
[2025-07-26 02:53:05] CAMX: Action = Buy, State = (2, 2, 2, 2, 2, 2, 0), Price = 29.88, Reward = 0.0000, Equity = 99998364.70
[2025-07-26 02:53:13] ELV: Action = Hold, State = (0, 2, 4, 4, 3, 2, 0), Price = 382.56, Reward = 0.0000, Equity = 99998364.70
[2025-07-26 02:53:20] IHF: Action = Hold, State = (0, 4, 4, 3, 3, 2, 0), Price = 46.78, Reward = 0.0000, Equity = 99998364.70
[2025-07-26 02:53:28] SVRA: Action = Buy, State = (0, 2, 4, 4, 1, 0, 0), Price = 2.00, Reward = 0.0000, Equity = 99998362.70
[2025-07-26 02:55:17] CASH: Action = Sell, State = (0, 2, 4, 1, 2, 2, 1), Price = 77.13, Reward = 0.0200, Equity = 99998439.83
[2025-07-26 02:55:26] CAMX: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 29.88, Reward = 0.0000, Equity = 99998439.83
[2025-07-26 02:55:34] PRU: Action = Hold, State = (4, 3, 4, 1, 4, 2, 1), Price = 104.23, Reward = -0.0009, Equity = 99998439.83
[2025-07-26 02:55:42] ARKX: Action = Hold, State = (4, 3, 4, 2, 4, 2, 1), Price = 21.30, Reward = 0.0012, Equity = 99998439.83
[2025-07-26 02:55:49] IMNN: Action = Sell, State = (4, 3, 0, 4, 2, 2, 1), Price = 2.11, Reward = 0.0664, Equity = 99998441.94
[2025-07-26 02:55:57] MCK: Action = Hold, State = (4, 2, 4, 2, 1, 2, 1), Price = 720.12, Reward = 0.0001, Equity = 99998441.94
[2025-07-26 02:56:06] PHR: Action = Hold, State = (2, 2, 0, 0, 4, 2, 1), Price = 23.35, Reward = -0.0293, Equity = 99998441.94
[2025-07-26 02:56:14] RGC: Action = Sell, State = (2, 2, 2, 2, 2, 2, 1), Price = 521.98, Reward = 0.0122, Equity = 99998963.92
[2025-07-26 02:56:22] SVRA: Action = Sell, State = (0, 2, 4, 4, 2, 2, 1), Price = 2.08, Reward = 0.0200, Equity = 99998965.99
